chr;start;end;length;abs_summit;pileup;LOG10(pvalue);fold_enrichment;LOG10(qvalue);name
chr19;45005316;45005695;380;45005524;111,06;44,57249;5,25918;41,53481;mDUX-rep2-peak.15029
chr5;130142806;130143268;463;130143006;87,33;44,53189;6,81012;41,49431;mDUX-rep2-peak.22650
chr11;76004333;76004787;455;76004586;76,89;44,49482;8,01708;41,45728;mDUX-rep2-peak.4707
chr5;15498506;15499143;638;15499005;75,94;44,48153;8,14835;41,444;mDUX-rep2-peak.21343
chr14;4590512;4591176;665;4590932;74,99;44,48038;8,28744;41,44286;mDUX-rep2-peak.8711
chr17;47099568;47100000;433;47099753;77,84;44,4793;7,88351;41,4418;mDUX-rep2-peak.13146
chr19;23075806;23076352;547;23076074;77,84;44,4793;7,88351;41,4418;mDUX-rep2-peak.14728
chr8;91081770;91082662;893;91082272;77,84;44,4793;7,88351;41,4418;mDUX-rep2-peak.27446
chr8;11181679;11182096;418;11181870;80,68;44,4544;7,51451;41,41696;mDUX-rep2-peak.26420
chr12;31628294;31628872;579;31628586;87,33;44,44909;6,7944;41,41167;mDUX-rep2-peak.5695
chr12;9043345;9043816;472;9043573;69,29;44,44289;8,93508;41,40552;mDUX-rep2-peak.5343
chr5;28055191;28055736;546;28055463;110,11;44,43253;5,29087;41,39517;mDUX-rep2-peak.21611
chr19;46757325;46757983;659;46757717;97,77;44,42537;6,05607;41,38804;mDUX-rep2-peak.15049
chr18;65175263;65175738;476;65175469;137,64;44,3858;4,33235;41,34853;mDUX-rep2-peak.14238
chr13;57555247;57555832;586;57555504;70,24;44,37265;8,75202;41,33542;mDUX-rep2-peak.7540
chr1;136362725;136363210;486;136362955;90,17;44,34192;6,51249;41,30477;mDUX-rep2-peak.1444
chr12;33165860;33166265;406;33166074;90,17;44,34192;6,51249;41,30477;mDUX-rep2-peak.5713
chr11;78116080;78116522;443;78116319;66,44;44,3242;9,42886;41,28712;mDUX-rep2-peak.4739
chr2;105333513;105334066;554;105333817;93,97;44,31135;6,33145;41,27428;mDUX-rep2-peak.16376
chr8;20352804;20353182;379;20352960;93,97;44,31135;6,33145;41,27428;mDUX-rep2-peak.26641
chr4;147389455;147391641;2187;147391131;69,29;44,27547;8,88763;41,2385;mDUX-rep2-peak.20950
chr11;97146656;97146995;340;97146802;115,8;44,27376;5,07841;41,2368;mDUX-rep2-peak.4993
chr14;62965611;62966067;457;62965844;115,8;44,27376;5,07841;41,2368;mDUX-rep2-peak.10025
chr3;147029729;147030164;436;147029968;84,48;44,27132;7,04696;41,23438;mDUX-rep2-peak.18874
chr4;133724589;133725090;502;133724792;66,44;44,23404;9,40126;41,19715;mDUX-rep2-peak.20348
chr12;109509809;109510200;392;109509976;120,55;44,23075;4,86198;41,19386;mDUX-rep2-peak.6602
chr2;3050136;3050446;311;3050289;139,53;44,19394;4,2586;41,15712;mDUX-rep2-peak.15308
chr14;60484489;60485112;624;60484861;76,89;44,13928;7,93136;41,10256;mDUX-rep2-peak.9978
chr1;129915315;129915741;427;129915510;73,09;44,11633;8,23212;41,07965;mDUX-rep2-peak.1327
chr11;4497433;4497878;446;4497649;73,09;44,11633;8,23212;41,07965;mDUX-rep2-peak.3805
chr16;4885647;4886152;506;4885828;73,09;44,11633;8,23212;41,07965;mDUX-rep2-peak.11658
chr2;170975439;170976035;597;170975778;80,68;44,04976;7,42571;41,01324;mDUX-rep2-peak.17149
chr1;132541093;132541407;315;132541254;99,67;44,04591;5,86296;41,00946;mDUX-rep2-peak.1370
chr2;6378052;6378505;454;6378313;68,34;44,01951;8,98226;40,9831;mDUX-rep2-peak.15354
chr7;39551693;39552298;606;39551961;68,34;44,01951;8,98226;40,9831;mDUX-rep2-peak.25167
chr1;12776151;12776602;452;12776391;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.119
chr1;84467538;84467998;461;84467755;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.899
chr1;93966343;93967084;742;93966869;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.1111
chr1;152979958;152980457;500;152980179;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.1620
chr1;173303182;173303590;409;173303352;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.1906
chr10;38616883;38617390;508;38617128;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.2578
chr10;40332664;40333424;761;40333173;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.2608
chr10;42007867;42008237;371;42008093;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.2631
chr10;64069619;64070123;505;64069864;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.2895
chr11;43411825;43412241;417;43412059;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.4296
chr11;99806124;99806884;761;99806464;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.5028
chr12;50578689;50579116;428;50578890;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.5849
chr12;63020829;63021578;750;63021293;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.5982
chr12;78340315;78340736;422;78340520;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.6198
chr13;26055283;26055724;442;26055478;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.7149
chr13;40868177;40869047;871;40868633;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.7322
chr13;62182933;62184221;1289;62183694;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.7625
chr14;47794637;47795125;489;47794788;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.9801
chr14;48998610;48999186;577;48998956;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.9830
chr14;102721892;102722384;493;102722063;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.10384
chr14;119513208;119513732;525;119513413;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.10508
chr15;51970855;51971387;533;51971154;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.11050
chr16;9279625;9280092;468;9279868;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.11712
chr16;57414828;57415294;467;57415071;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.12324
chr16;73530189;73530668;480;73530467;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.12409
chr16;82679411;82679919;509;82679631;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.12465
chr17;4565219;4565664;446;4565426;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.12635
chr17;31965596;31966175;580;31965859;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.12981
chr17;82437241;82437895;655;82437634;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.13479
chr18;10461083;10461630;548;10461284;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.13693
chr18;55548466;55549341;876;55548688;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.14127
chr19;7711117;7711550;434;7711347;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.14565
chr19;24892341;24892838;498;24892588;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.14760
chr2;34728678;34729107;430;34728879;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.15617
chr2;61130067;61130714;648;61130463;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.15880
chr2;61362627;61363107;481;61362845;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.15882
chr2;113229707;113230327;621;113230105;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.16478
chr2;116399987;116400369;383;116400207;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.16511
chr2;179953528;179954016;489;179953719;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.17271
chr3;19500705;19501439;735;19500927;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.17441
chr3;48161825;48162173;349;48161964;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.17705
chr3;90792880;90793505;626;90793111;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.18155
chr4;5269433;5269847;415;5269631;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.19030
chr4;68487977;68488386;410;68488188;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.19615
chr4;73876129;73876490;362;73876324;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.19668
chr4;81451986;81452505;520;81452191;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.19708
chr4;86057756;86058222;467;86057932;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.19766
chr4;110993778;110994249;472;110993983;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.20069
chr4;111409935;111410440;506;111410173;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.20071
chr4;112574307;112574794;488;112574556;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.20080
chr4;144219406;144220052;647;144219686;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.20506
chr5;29317015;29317603;589;29317393;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.21627
chr5;110082938;110083612;675;110083253;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.22408
chr5;150062971;150063434;464;150063282;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.22900
chr5_GL456354_random;143123;143639;517;143305;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.22933
chr6;13577322;13577799;478;13577496;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.23087
chr6;25702410;25702990;581;25702723;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.23183
chr6;60162624;60163053;430;60162798;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.23581
chr6;97355547;97355950;404;97355793;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.23995
chr6;98566773;98567157;385;98566935;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.24015
chr6;119176841;119177404;564;119177111;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.24197
chr7;3138565;3139074;510;3138785;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.24577
chr7;11714793;11715224;432;11715022;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.24760
chr7;15588857;15589351;495;15589134;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.24888
chr7;71098295;71098782;488;71098480;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.25466
chr7;87034532;87035042;511;87034783;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.25648
chr7;143892371;143893252;882;143893068;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.26326
chr8;4432043;4433162;1120;4432390;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.26365
chr8;6559045;6559400;356;6559161;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.26379
chr8;90036190;90036696;507;90036409;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.27431
chr9;13783323;13783758;436;13783574;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.27925
chr9;59610633;59611250;618;59610987;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.28498
chr9;105811570;105812059;490;105811791;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.29037
chrX;101726714;101727197;484;101726943;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.29748
chrX;105429463;105429885;423;105429680;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.29765
chrX;120016343;120016720;378;120016515;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.29817
chrX;145271837;145272323;487;145272062;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.29923
chrX;163286795;163287642;848;163287427;65,5;44,01078;9,52052;40,9744;mDUX-rep2-peak.29998
chr4;141056375;141056752;378;141056568;115,8;43,94799;5,03985;40,91633;mDUX-rep2-peak.20429
chr13;9915354;9915873;520;9915632;65,5;43,94296;9,49935;40,9113;mDUX-rep2-peak.6860
chr14;103505518;103505943;426;103505669;69,29;43,91658;8,78653;40,88513;mDUX-rep2-peak.10386
chrX;73671856;73672331;476;73672114;69,29;43,91658;8,78653;40,88513;mDUX-rep2-peak.29609
chr10;24938047;24938511;465;24938282;67,39;43,85523;9,10704;40,82397;mDUX-rep2-peak.2433
chr18;65940472;65941489;1018;65940700;101,57;43,78195;5,69808;40,75079;mDUX-rep2-peak.14257
chr2;167924556;167924908;353;167924746;101,57;43,76019;5,69491;40,72913;mDUX-rep2-peak.17107
chr9;114587252;114587775;524;114587506;74,04;43,7435;8,00067;40,71246;mDUX-rep2-peak.29139
chr4;123746378;123746861;484;123746642;65,5;43,73507;9,43465;40,70405;mDUX-rep2-peak.20208
chr13;114092702;114093322;621;114093053;66,44;43,70002;9,23899;40,66904;mDUX-rep2-peak.8404
chr4;153882553;153883028;476;153882826;66,44;43,70002;9,23899;40,66904;mDUX-rep2-peak.21128
chr7;109447814;109448352;539;109448051;77,84;43,69055;7,69874;40,65962;mDUX-rep2-peak.25879
chr11;70221126;70221589;464;70221401;109,16;43,68739;5,24567;40,65648;mDUX-rep2-peak.4638
chr11;107511062;107511597;536;107511347;109,16;43,68739;5,24567;40,65648;mDUX-rep2-peak.5150
chr9;119581120;119581610;491;119581355;92,07;43,67329;6,2369;40,6424;mDUX-rep2-peak.29182
chr3;152723033;152723467;435;152723301;86,38;43,66475;6,73693;40,6339;mDUX-rep2-peak.18927
chr13;49121389;49121858;470;49121627;98,72;43,63526;5,86575;40,60445;mDUX-rep2-peak.7443
chr10;128584416;128584855;440;128584646;90,17;43,58672;6,37899;40,556;mDUX-rep2-peak.3759
chr2;52070963;52072637;1675;52072111;86,38;43,58302;6,72139;40,55231;mDUX-rep2-peak.15772
chr2;169831211;169831743;533;169831403;86,38;43,58302;6,72139;40,55231;mDUX-rep2-peak.17126
chr2;163586827;163587213;387;163586965;96,82;43,56956;5,99016;40,5389;mDUX-rep2-peak.17049
chr15;103215421;103215862;442;103215611;79,73;43,53951;7,42719;40,509;mDUX-rep2-peak.11590
chr5;139071975;139072371;397;139072203;95,87;43,5332;6,05438;40,50271;mDUX-rep2-peak.22751
chr6;37352288;37352817;530;37352489;66,44;43,52462;9,18614;40,49418;mDUX-rep2-peak.23311
chr13;63623424;63623764;341;63623656;89,23;43,49604;6,44469;40,46564;mDUX-rep2-peak.7669
chr8;20302545;20303912;1368;20302966;149,03;43,47364;3,94805;40,44331;mDUX-rep2-peak.26619
chr4;147395072;147396291;1220;147396069;103,46;43,46972;5,53568;40,4394;mDUX-rep2-peak.20951
chr9;72911272;72911882;611;72911588;89,23;43,44452;6,4355;40,41423;mDUX-rep2-peak.28686
chr11;17891112;17891536;425;17891314;73,09;43,44327;8,06192;40,41298;mDUX-rep2-peak.3984
chr5;64090488;64090921;434;64090697;69,29;43,29412;8,61319;40,26409;mDUX-rep2-peak.21919
chr19;46992657;46993212;556;46992912;81,63;43,19316;7,13329;40,16333;mDUX-rep2-peak.15055
chr5;115192614;115193010;397;115192810;116,75;43,17145;4,90636;40,14166;mDUX-rep2-peak.22472
chr7;73657505;73658045;541;73657791;116,75;43,17145;4,90636;40,14166;mDUX-rep2-peak.25501
chr14;5887229;5888707;1479;5888290;72,14;43,14949;8,12665;40,11973;mDUX-rep2-peak.8896
chr16;91089890;91090357;468;91090137;72,14;43,14949;8,12665;40,11973;mDUX-rep2-peak.12533
chr18;46378101;46378917;817;46378420;72,14;43,14949;8,12665;40,11973;mDUX-rep2-peak.14037
chr4;48691092;48691533;442;48691235;86,38;43,09763;6,62959;40,06807;mDUX-rep2-peak.19412
chr2;74682031;74682440;410;74682249;135,74;43,09011;4,27303;40,06057;mDUX-rep2-peak.16069
chr3;101212421;101212765;345;101212558;128,14;43,06848;4,45321;40,03898;mDUX-rep2-peak.18396
chr1;16824124;16824992;869;16824546;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.176
chr1;157497975;157498499;525;157498289;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.1689
chr1;160927483;160927899;417;160927692;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.1724
chr1;180682378;180682834;457;180682615;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.1992
chr10;3615397;3616022;626;3615762;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.2165
chr10;14759202;14759667;466;14759434;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.2312
chr10;15844296;15844996;701;15844625;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.2325
chr10;57838269;57838763;495;57838522;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.2801
chr12;22594497;22594996;500;22594691;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.5596
chr12;51577455;51578136;682;51577794;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.5862
chr12;72563452;72563885;434;72563737;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.6095
chr12;88043968;88045925;1958;88045313;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.6378
chr12;104734715;104735160;446;104734950;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.6552
chr13;19997569;19997973;405;19997738;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.7044
chr14;29307960;29308412;453;29308143;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.9467
chr14;35110602;35111138;537;35110899;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.9542
chr14;40569784;40570352;569;40570044;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.9580
chr14;99632269;99632767;499;99632504;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.10349
chr16;49477091;49477524;434;49477332;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.12248
chr16;56176067;56176579;513;56176345;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.12300
chr16;81848902;81849296;395;81849060;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.12460
chr17;15388515;15389064;550;15388760;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.12735
chr17;20831488;20832170;683;20831754;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.12822
chr17;44898898;44899393;496;44899163;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.13124
chr17;85201908;85202271;364;85202109;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.13515
chr18;78836290;78836718;429;78836523;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.14421
chr19;17015303;17015918;616;17015613;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.14677
chr19;30337173;30337652;480;30337425;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.14830
chr19;38039611;38040015;405;38039859;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.14926
chr2;76745423;76746040;618;76745809;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.16104
chr2;104098698;104099431;734;104099183;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.16357
chr2;107515191;107515789;599;107515423;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.16418
chr2;141670744;141671265;522;141670981;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.16801
chr2;171447207;171447636;430;171447404;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.17159
chr3;19234293;19234854;562;19234591;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.17438
chr3;68688382;68688798;417;68688583;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.17933
chr3;83086480;83086950;471;83086684;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.18044
chr3;143752692;143753127;436;143752886;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.18844
chr4;31640298;31640805;508;31640507;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.19247
chr4;90316823;90317284;462;90317059;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.19815
chr4;149237665;149238372;708;149237867;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.21084
chr5;3827727;3828573;847;3828050;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.21172
chr5;9241943;9242428;486;9242158;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.21219
chr5;119955658;119956211;554;119955981;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.22530
chr5;126565939;126566371;433;126566157;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.22609
chr6;38611840;38612298;459;38612029;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.23342
chr6;68331562;68332020;459;68331789;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.23678
chr6;85555443;85555884;442;85555620;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.23821
chr6;112366070;112366613;544;112366361;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.24122
chr6;127901536;127901955;420;127901707;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.24321
chr7;36834585;36835147;563;36834965;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.25129
chr7;68392007;68392632;626;68392352;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.25441
chr7;97783405;97783884;480;97783691;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.25741
chr7;129420814;129421760;947;129421470;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.26155
chr7;138464566;138465004;439;138464755;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.26247
chr8;40244790;40245226;437;40245000;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.26944
chr9;28911710;28912181;472;28911957;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.28096
chr9;31719477;31720007;531;31719730;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.28144
chr9;42987549;42988172;624;42987915;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.28275
chr9;58279246;58279766;521;58279455;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.28482
chr9;59130686;59131161;476;59130919;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.28493
chr9;89538102;89538494;393;89538194;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.28859
chrX;22722651;22723068;418;22722828;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.29415
chrX;39703668;39704094;427;39703858;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.29458
chrX;70510703;70511081;379;70510929;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.29596
chrX;85626966;85627420;455;85627195;64,55;42,96762;9,38461;39,93829;mDUX-rep2-peak.29677
chr6;49221365;49221751;387;49221553;66,44;42,92068;9,00583;39,89607;mDUX-rep2-peak.23433
chr4;108155279;108155938;660;108155503;80,68;42,9183;7,18153;39,8937;mDUX-rep2-peak.20032
chr12;54549569;54549931;363;54549740;68,34;42,91591;8,66788;39,89131;mDUX-rep2-peak.5900
chr19;14835525;14836046;522;14835775;68,34;42,91591;8,66788;39,89131;mDUX-rep2-peak.14649
chr2;170141158;170141567;410;170141377;68,34;42,91591;8,66788;39,89131;mDUX-rep2-peak.17134
chr11;32695257;32695780;524;32695438;64,55;42,90092;9,36374;39,87645;mDUX-rep2-peak.4199
chr15;5774413;5774960;548;5774666;82,58;42,8769;6,9651;39,8526;mDUX-rep2-peak.10609
chr7;4878853;4879586;734;4879165;82,58;42,8769;6,9651;39,8526;mDUX-rep2-peak.24624
chr8;72765676;72766087;412;72765864;82,58;42,8769;6,9651;39,8526;mDUX-rep2-peak.27247
chr2;49451993;49452328;336;49452174;148,08;42,86484;3,92307;39,84061;mDUX-rep2-peak.15726
chr2;29584243;29584779;537;29584557;80,68;42,85615;7,1683;39,83194;mDUX-rep2-peak.15572
chr4;147353746;147354257;512;147353868;97,77;42,84292;5,80991;39,81873;mDUX-rep2-peak.20939
